	acousticness	analysis_url	danceability	duration_ms	energy	id	instrumentalness	key	liveness	loudness	mode	speechiness	tempo	time_signature	track_href	type	uri	valence	like?
10	0.0758	https://api.spotify.com/v1/audio-analysis/57IXKSNGogQicZWJQIddqg	0.28	288333	0.747	57IXKSNGogQicZWJQIddqg	0.0179	0	0.297	-5.535	1	0.0317	126.577	4	https://api.spotify.com/v1/tracks/57IXKSNGogQicZWJQIddqg	audio_features	spotify:track:57IXKSNGogQicZWJQIddqg	0.235	yes
11	0.841	https://api.spotify.com/v1/audio-analysis/1rnwE692gXv2T4RfTCBmh0	0.697	239227	0.318	1rnwE692gXv2T4RfTCBmh0	0.144	8	0.137	-11.89	0	0.0303	116.485	4	https://api.spotify.com/v1/tracks/1rnwE692gXv2T4RfTCBmh0	audio_features	spotify:track:1rnwE692gXv2T4RfTCBmh0	0.173	yes
12	0.258	https://api.spotify.com/v1/audio-analysis/04WIwudlhPrExXuOAx9n3d	0.646	241227	0.703	04WIwudlhPrExXuOAx9n3d	0.00552	0	0.364	-9.156	1	0.049	161.092	4	https://api.spotify.com/v1/tracks/04WIwudlhPrExXuOAx9n3d	audio_features	spotify:track:04WIwudlhPrExXuOAx9n3d	0.344	yes
13	0.154	https://api.spotify.com/v1/audio-analysis/14uGVBh9WAYWkBjMjDdG0Q	0.65	153813	0.818	14uGVBh9WAYWkBjMjDdG0Q	0.0	11	0.11	-6.086	1	0.278	93.796	4	https://api.spotify.com/v1/tracks/14uGVBh9WAYWkBjMjDdG0Q	audio_features	spotify:track:14uGVBh9WAYWkBjMjDdG0Q	0.828	yes
14	0.779	https://api.spotify.com/v1/audio-analysis/68fnTTUO5tRZ4EQ1ozwYk7	0.746	205320	0.268	68fnTTUO5tRZ4EQ1ozwYk7	0.0	11	0.0846	-13.859	1	0.0525	106.114	4	https://api.spotify.com/v1/tracks/68fnTTUO5tRZ4EQ1ozwYk7	audio_features	spotify:track:68fnTTUO5tRZ4EQ1ozwYk7	0.626	yes
15	0.923	https://api.spotify.com/v1/audio-analysis/1TY5KmqtwL4rwpdPAsVav6	0.616	377200	0.187	1TY5KmqtwL4rwpdPAsVav6	6.67e-05	4	0.127	-14.409	1	0.0414	117.618	4	https://api.spotify.com/v1/tracks/1TY5KmqtwL4rwpdPAsVav6	audio_features	spotify:track:1TY5KmqtwL4rwpdPAsVav6	0.313	yes
16	0.88	https://api.spotify.com/v1/audio-analysis/4wNFFRLo7EnEdbf2eoFLEU	0.561	196453	0.18	4wNFFRLo7EnEdbf2eoFLEU	7.89e-05	2	0.133	-10.58	1	0.0276	94.391	4	https://api.spotify.com/v1/tracks/4wNFFRLo7EnEdbf2eoFLEU	audio_features	spotify:track:4wNFFRLo7EnEdbf2eoFLEU	0.467	yes
17	0.759	https://api.spotify.com/v1/audio-analysis/64tzc7lv4IhwVBroNrxqfu	0.66	177147	0.34	64tzc7lv4IhwVBroNrxqfu	0.0	11	0.115	-10.21	1	0.0283	82.017	4	https://api.spotify.com/v1/tracks/64tzc7lv4IhwVBroNrxqfu	audio_features	spotify:track:64tzc7lv4IhwVBroNrxqfu	0.463	yes
18	0.143	https://api.spotify.com/v1/audio-analysis/3Zw7IDikRhDxRQlRRFZgb8	0.325	205040	0.77	3Zw7IDikRhDxRQlRRFZgb8	0.901	0	0.0731	-6.789	1	0.0334	101.958	3	https://api.spotify.com/v1/tracks/3Zw7IDikRhDxRQlRRFZgb8	audio_features	spotify:track:3Zw7IDikRhDxRQlRRFZgb8	0.312	yes
19	0.326	https://api.spotify.com/v1/audio-analysis/33xh6sgYhga7iQ7HARN7V6	0.556	250760	0.618	33xh6sgYhga7iQ7HARN7V6	0.694	0	0.124	-13.482	1	0.043	104.983	4	https://api.spotify.com/v1/tracks/33xh6sgYhga7iQ7HARN7V6	audio_features	spotify:track:33xh6sgYhga7iQ7HARN7V6	0.464	yes
20	0.281	https://api.spotify.com/v1/audio-analysis/7uCFetDiUezJes4gfwYD9A	0.745	174173	0.789	7uCFetDiUezJes4gfwYD9A	0.776	6	0.108	-7.133	1	0.0915	120.064	4	https://api.spotify.com/v1/tracks/7uCFetDiUezJes4gfwYD9A	audio_features	spotify:track:7uCFetDiUezJes4gfwYD9A	0.745	yes
21	0.307	https://api.spotify.com/v1/audio-analysis/6c9t15M38cWxyt3uLnLfD8	0.728	254387	0.671	6c9t15M38cWxyt3uLnLfD8	0.00574	11	0.109	-6.772	1	0.027	131.72	4	https://api.spotify.com/v1/tracks/6c9t15M38cWxyt3uLnLfD8	audio_features	spotify:track:6c9t15M38cWxyt3uLnLfD8	0.959	yes
22	0.71	https://api.spotify.com/v1/audio-analysis/5VoRKvRlDXwnu5oEzmlJFL	0.544	310840	0.407	5VoRKvRlDXwnu5oEzmlJFL	0.338	11	0.0854	-12.78	1	0.0299	164.025	4	https://api.spotify.com/v1/tracks/5VoRKvRlDXwnu5oEzmlJFL	audio_features	spotify:track:5VoRKvRlDXwnu5oEzmlJFL	0.159	yes
23	0.104	https://api.spotify.com/v1/audio-analysis/5Zp4SWOpbuOdnsxLqwgutt	0.649	306440	0.897	5Zp4SWOpbuOdnsxLqwgutt	0.197	11	0.121	-4.809	1	0.0318	105.002	4	https://api.spotify.com/v1/tracks/5Zp4SWOpbuOdnsxLqwgutt	audio_features	spotify:track:5Zp4SWOpbuOdnsxLqwgutt	0.346	yes
24	0.505	https://api.spotify.com/v1/audio-analysis/5tj7F9cme2c9OgEUwgt2hC	0.404	294147	0.439	5tj7F9cme2c9OgEUwgt2hC	0.132	8	0.111	-10.31	0	0.0258	84.853	4	https://api.spotify.com/v1/tracks/5tj7F9cme2c9OgEUwgt2hC	audio_features	spotify:track:5tj7F9cme2c9OgEUwgt2hC	0.488	yes
25	0.158	https://api.spotify.com/v1/audio-analysis/66S4FtJUQxXjtqsf7ttYKl	0.819	273427	0.736	66S4FtJUQxXjtqsf7ttYKl	0.00161	7	0.109	-6.504	1	0.0416	120.318	4	https://api.spotify.com/v1/tracks/66S4FtJUQxXjtqsf7ttYKl	audio_features	spotify:track:66S4FtJUQxXjtqsf7ttYKl	0.701	yes
26	0.813	https://api.spotify.com/v1/audio-analysis/7xD4QIweDyinby6knAL2FW	0.36	253027	0.796	7xD4QIweDyinby6knAL2FW	0.0898	2	0.288	-6.405	1	0.0659	149.981	4	https://api.spotify.com/v1/tracks/7xD4QIweDyinby6knAL2FW	audio_features	spotify:track:7xD4QIweDyinby6knAL2FW	0.204	yes
27	0.96	https://api.spotify.com/v1/audio-analysis/0xJtHBdhpdLuClaSQYddI4	0.387	200939	0.298	0xJtHBdhpdLuClaSQYddI4	0.00397	4	0.117	-8.797	1	0.049	87.571	4	https://api.spotify.com/v1/tracks/0xJtHBdhpdLuClaSQYddI4	audio_features	spotify:track:0xJtHBdhpdLuClaSQYddI4	0.18	yes
28	0.767	https://api.spotify.com/v1/audio-analysis/29aCzWypaMOYAwfRkk71UQ	0.303	355053	0.488	29aCzWypaMOYAwfRkk71UQ	0.151	0	0.16	-10.198	1	0.0337	79.442	4	https://api.spotify.com/v1/tracks/29aCzWypaMOYAwfRkk71UQ	audio_features	spotify:track:29aCzWypaMOYAwfRkk71UQ	0.175	yes
29	0.215	https://api.spotify.com/v1/audio-analysis/0s7exgWtlNMESirDSG7I9t	0.4	248467	0.562	0s7exgWtlNMESirDSG7I9t	0.00644	9	0.419	-8.437	0	0.0283	145.676	3	https://api.spotify.com/v1/tracks/0s7exgWtlNMESirDSG7I9t	audio_features	spotify:track:0s7exgWtlNMESirDSG7I9t	0.148	yes
30	0.0142	https://api.spotify.com/v1/audio-analysis/4o0NjemqhmsYLIMwlcosvW	0.316	321147	0.769	4o0NjemqhmsYLIMwlcosvW	0.0	0	0.0928	-5.283	0	0.0422	122.507	4	https://api.spotify.com/v1/tracks/4o0NjemqhmsYLIMwlcosvW	audio_features	spotify:track:4o0NjemqhmsYLIMwlcosvW	0.127	yes
31	0.391	https://api.spotify.com/v1/audio-analysis/3cW5ZF0ANUFuH661wAGUuw	0.445	230307	0.393	3cW5ZF0ANUFuH661wAGUuw	2.96e-06	9	0.099	-14.672	1	0.0323	115.277	4	https://api.spotify.com/v1/tracks/3cW5ZF0ANUFuH661wAGUuw	audio_features	spotify:track:3cW5ZF0ANUFuH661wAGUuw	0.197	yes
32	0.942	https://api.spotify.com/v1/audio-analysis/05lBuZWQ2OhQuzoCSIkvUF	0.379	336613	0.306	05lBuZWQ2OhQuzoCSIkvUF	0.323	1	0.123	-14.446	1	0.0305	147.902	4	https://api.spotify.com/v1/tracks/05lBuZWQ2OhQuzoCSIkvUF	audio_features	spotify:track:05lBuZWQ2OhQuzoCSIkvUF	0.157	yes
33	0.000783	https://api.spotify.com/v1/audio-analysis/0xl7EKnZcb1AhB0mAbOX28	0.359	330853	0.549	0xl7EKnZcb1AhB0mAbOX28	0.00841	7	0.219	-8.539	1	0.0382	148.081	4	https://api.spotify.com/v1/tracks/0xl7EKnZcb1AhB0mAbOX28	audio_features	spotify:track:0xl7EKnZcb1AhB0mAbOX28	0.374	yes
34	0.00212	https://api.spotify.com/v1/audio-analysis/3u3MNQC2NdlaJkO7AQfo4W	0.33	382240	0.598	3u3MNQC2NdlaJkO7AQfo4W	0.377	0	0.0702	-6.938	1	0.0288	77.536	4	https://api.spotify.com/v1/tracks/3u3MNQC2NdlaJkO7AQfo4W	audio_features	spotify:track:3u3MNQC2NdlaJkO7AQfo4W	0.168	yes
35	0.953	https://api.spotify.com/v1/audio-analysis/05wxA45DTYCDBGkYrwHGqe	0.637	166907	0.0585	05wxA45DTYCDBGkYrwHGqe	0.00272	10	0.109	-14.481	1	0.0493	125.366	4	https://api.spotify.com/v1/tracks/05wxA45DTYCDBGkYrwHGqe	audio_features	spotify:track:05wxA45DTYCDBGkYrwHGqe	0.0996	yes
36	0.193	https://api.spotify.com/v1/audio-analysis/7IVIJopQSIDKYo6xny3poL	0.401	295333	0.457	7IVIJopQSIDKYo6xny3poL	8.48e-06	6	0.102	-12.068	1	0.041	155.422	4	https://api.spotify.com/v1/tracks/7IVIJopQSIDKYo6xny3poL	audio_features	spotify:track:7IVIJopQSIDKYo6xny3poL	0.144	yes
37	0.61	https://api.spotify.com/v1/audio-analysis/4XlDeNWGcZQgMEWDB6Vc7b	0.588	251627	0.477	4XlDeNWGcZQgMEWDB6Vc7b	0.00188	9	0.122	-12.71	0	0.0492	150.396	4	https://api.spotify.com/v1/tracks/4XlDeNWGcZQgMEWDB6Vc7b	audio_features	spotify:track:4XlDeNWGcZQgMEWDB6Vc7b	0.488	yes
38	0.0334	https://api.spotify.com/v1/audio-analysis/21wLj0PfVTcfZvhaG9JZbJ	0.326	295773	0.655	21wLj0PfVTcfZvhaG9JZbJ	4.02e-06	2	0.0995	-6.648	1	0.0459	90.374	4	https://api.spotify.com/v1/tracks/21wLj0PfVTcfZvhaG9JZbJ	audio_features	spotify:track:21wLj0PfVTcfZvhaG9JZbJ	0.549	yes
39	0.411	https://api.spotify.com/v1/audio-analysis/0dNLjSkpxjgVB306B6FbmB	0.588	245413	0.669	0dNLjSkpxjgVB306B6FbmB	0.0	10	0.106	-6.17	1	0.15	94.76	4	https://api.spotify.com/v1/tracks/0dNLjSkpxjgVB306B6FbmB	audio_features	spotify:track:0dNLjSkpxjgVB306B6FbmB	0.68	yes
40	0.906	https://api.spotify.com/v1/audio-analysis/57dHzcsuviYZi59B6Riz8R	0.538	251467	0.505	57dHzcsuviYZi59B6Riz8R	0.882	0	0.125	-11.5	0	0.0253	99.017	4	https://api.spotify.com/v1/tracks/57dHzcsuviYZi59B6Riz8R	audio_features	spotify:track:57dHzcsuviYZi59B6Riz8R	0.226	yes
41	0.616	https://api.spotify.com/v1/audio-analysis/1hpk8GOUVm3g7V20h33wVy	0.379	178093	0.606	1hpk8GOUVm3g7V20h33wVy	0.0	0	0.0659	-6.596	1	0.0945	98.741	4	https://api.spotify.com/v1/tracks/1hpk8GOUVm3g7V20h33wVy	audio_features	spotify:track:1hpk8GOUVm3g7V20h33wVy	0.67	yes
42	0.723	https://api.spotify.com/v1/audio-analysis/2puNO6SAlPAwGYnXRwQSxP	0.524	274573	0.244	2puNO6SAlPAwGYnXRwQSxP	2.3e-05	2	0.219	-11.29	1	0.0572	88.241	3	https://api.spotify.com/v1/tracks/2puNO6SAlPAwGYnXRwQSxP	audio_features	spotify:track:2puNO6SAlPAwGYnXRwQSxP	0.225	yes
43	0.467	https://api.spotify.com/v1/audio-analysis/5z2jTJFn8DIjOvMISl75bG	0.677	134947	0.427	5z2jTJFn8DIjOvMISl75bG	0.00259	11	0.154	-5.957	0	0.113	95.756	4	https://api.spotify.com/v1/tracks/5z2jTJFn8DIjOvMISl75bG	audio_features	spotify:track:5z2jTJFn8DIjOvMISl75bG	0.287	yes
44	0.0871	https://api.spotify.com/v1/audio-analysis/2v5A5Fd1zSQbYasFyCM0EK	0.338	218053	0.687	2v5A5Fd1zSQbYasFyCM0EK	0.214	1	0.135	-7.45	1	0.0303	180.333	4	https://api.spotify.com/v1/tracks/2v5A5Fd1zSQbYasFyCM0EK	audio_features	spotify:track:2v5A5Fd1zSQbYasFyCM0EK	0.329	yes
45	0.0276	https://api.spotify.com/v1/audio-analysis/2dU1YAowJQIg42Aqj3xbjT	0.619	202613	0.824	2dU1YAowJQIg42Aqj3xbjT	0.00403	9	0.0791	-5.192	1	0.0432	86.006	4	https://api.spotify.com/v1/tracks/2dU1YAowJQIg42Aqj3xbjT	audio_features	spotify:track:2dU1YAowJQIg42Aqj3xbjT	0.77	yes
46	0.732	https://api.spotify.com/v1/audio-analysis/0QCuMBeqdWkwFUTO1WlAjH	0.616	99227	0.41	0QCuMBeqdWkwFUTO1WlAjH	0.0	1	0.123	-8.523	1	0.0413	129.498	4	https://api.spotify.com/v1/tracks/0QCuMBeqdWkwFUTO1WlAjH	audio_features	spotify:track:0QCuMBeqdWkwFUTO1WlAjH	0.324	yes
47	0.223	https://api.spotify.com/v1/audio-analysis/7kBBuRRleOwiZ87L53G8Wb	0.506	283400	0.421	7kBBuRRleOwiZ87L53G8Wb	4.76e-05	2	0.109	-8.735	1	0.0238	95.035	4	https://api.spotify.com/v1/tracks/7kBBuRRleOwiZ87L53G8Wb	audio_features	spotify:track:7kBBuRRleOwiZ87L53G8Wb	0.101	yes
48	0.179	https://api.spotify.com/v1/audio-analysis/3uJpPyDtD8eK3P8v7z1YdE	0.316	247320	0.906	3uJpPyDtD8eK3P8v7z1YdE	0.0	0	0.33	-4.536	0	0.076	177.45	4	https://api.spotify.com/v1/tracks/3uJpPyDtD8eK3P8v7z1YdE	audio_features	spotify:track:3uJpPyDtD8eK3P8v7z1YdE	0.522	yes
49	0.022	https://api.spotify.com/v1/audio-analysis/6J9lskz2T2avgytsIzMUkE	0.508	151507	0.734	6J9lskz2T2avgytsIzMUkE	5.93e-06	0	0.205	-7.857	1	0.0297	118.039	4	https://api.spotify.com/v1/tracks/6J9lskz2T2avgytsIzMUkE	audio_features	spotify:track:6J9lskz2T2avgytsIzMUkE	0.625	yes
50	0.25	https://api.spotify.com/v1/audio-analysis/4IoLMlGkvjmOg7brlv9jcG	0.195	185000	0.356	4IoLMlGkvjmOg7brlv9jcG	0.442	3	0.132	-10.94	1	0.033	108.29	3	https://api.spotify.com/v1/tracks/4IoLMlGkvjmOg7brlv9jcG	audio_features	spotify:track:4IoLMlGkvjmOg7brlv9jcG	0.13	yes
51	0.517	https://api.spotify.com/v1/audio-analysis/03auri1kCcQxFDvU3yoD3E	0.558	299827	0.286	03auri1kCcQxFDvU3yoD3E	0.0374	3	0.105	-9.572	1	0.0295	120.316	4	https://api.spotify.com/v1/tracks/03auri1kCcQxFDvU3yoD3E	audio_features	spotify:track:03auri1kCcQxFDvU3yoD3E	0.123	yes
52	0.416	https://api.spotify.com/v1/audio-analysis/1Wl8eGdNRODM6p8LYP2ACB	0.803	215013	0.55	1Wl8eGdNRODM6p8LYP2ACB	0.0	0	0.085	-7.105	1	0.105	121.992	4	https://api.spotify.com/v1/tracks/1Wl8eGdNRODM6p8LYP2ACB	audio_features	spotify:track:1Wl8eGdNRODM6p8LYP2ACB	0.763	yes
53	0.0796	https://api.spotify.com/v1/audio-analysis/2Q06pdhMaAis2FxySh6hy6	0.582	274293	0.766	2Q06pdhMaAis2FxySh6hy6	0.248	6	0.232	-8.374	1	0.0404	83.249	4	https://api.spotify.com/v1/tracks/2Q06pdhMaAis2FxySh6hy6	audio_features	spotify:track:2Q06pdhMaAis2FxySh6hy6	0.303	yes
54	0.0164	https://api.spotify.com/v1/audio-analysis/4dyx5SzxPPaD8xQIid5Wjj	0.699	276693	0.812	4dyx5SzxPPaD8xQIid5Wjj	0.000763	0	0.105	-6.005	1	0.0377	138.185	4	https://api.spotify.com/v1/tracks/4dyx5SzxPPaD8xQIid5Wjj	audio_features	spotify:track:4dyx5SzxPPaD8xQIid5Wjj	0.662	yes
55	0.52	https://api.spotify.com/v1/audio-analysis/2M3zJ1qV61X149Oobd5di1	0.923	226680	0.518	2M3zJ1qV61X149Oobd5di1	0.000142	5	0.104	-6.008	1	0.0492	93.023	4	https://api.spotify.com/v1/tracks/2M3zJ1qV61X149Oobd5di1	audio_features	spotify:track:2M3zJ1qV61X149Oobd5di1	0.682	yes
56	0.748	https://api.spotify.com/v1/audio-analysis/3HfSYACG5O3cio4dpHujWo	0.447	285453	0.472	3HfSYACG5O3cio4dpHujWo	0.166	10	0.0873	-10.628	1	0.0313	77.629	4	https://api.spotify.com/v1/tracks/3HfSYACG5O3cio4dpHujWo	audio_features	spotify:track:3HfSYACG5O3cio4dpHujWo	0.46	yes
57	0.54	https://api.spotify.com/v1/audio-analysis/3XcYPyuk0BwiB4w6tgKpOC	0.454	132493	0.31	3XcYPyuk0BwiB4w6tgKpOC	0.0238	0	0.112	-10.062	1	0.0271	100.447	3	https://api.spotify.com/v1/tracks/3XcYPyuk0BwiB4w6tgKpOC	audio_features	spotify:track:3XcYPyuk0BwiB4w6tgKpOC	0.274	yes
58	0.901	https://api.spotify.com/v1/audio-analysis/2DMBNPulPIjZOvQak7saAz	0.529	156093	0.273	2DMBNPulPIjZOvQak7saAz	1.17e-05	0	0.213	-7.965	1	0.0257	76.894	4	https://api.spotify.com/v1/tracks/2DMBNPulPIjZOvQak7saAz	audio_features	spotify:track:2DMBNPulPIjZOvQak7saAz	0.591	yes
59	0.272	https://api.spotify.com/v1/audio-analysis/0NVDfMErqXFbZWm8jEhRhm	0.6	247733	0.631	0NVDfMErqXFbZWm8jEhRhm	6.81e-05	7	0.156	-4.831	1	0.0281	120.008	4	https://api.spotify.com/v1/tracks/0NVDfMErqXFbZWm8jEhRhm	audio_features	spotify:track:0NVDfMErqXFbZWm8jEhRhm	0.248	yes
60	0.233	https://api.spotify.com/v1/audio-analysis/7AcY0YCOPHFiXwcZYlDt4F	0.627	199467	0.434	7AcY0YCOPHFiXwcZYlDt4F	4.02e-05	6	0.107	-6.902	1	0.0323	140.297	4	https://api.spotify.com/v1/tracks/7AcY0YCOPHFiXwcZYlDt4F	audio_features	spotify:track:7AcY0YCOPHFiXwcZYlDt4F	0.146	yes
61	0.0133	https://api.spotify.com/v1/audio-analysis/2jOh09T0wBQVWr2kyQfE8S	0.61	279000	0.815	2jOh09T0wBQVWr2kyQfE8S	0.279	8	0.1	-6.588	1	0.04	117.991	4	https://api.spotify.com/v1/tracks/2jOh09T0wBQVWr2kyQfE8S	audio_features	spotify:track:2jOh09T0wBQVWr2kyQfE8S	0.579	yes
62	0.197	https://api.spotify.com/v1/audio-analysis/5QQRYDzn67UeahDRWlV8pO	0.318	250693	0.677	5QQRYDzn67UeahDRWlV8pO	0.589	9	0.33	-7.606	1	0.0367	169.871	4	https://api.spotify.com/v1/tracks/5QQRYDzn67UeahDRWlV8pO	audio_features	spotify:track:5QQRYDzn67UeahDRWlV8pO	0.176	yes
63	0.00988	https://api.spotify.com/v1/audio-analysis/5AIiS4RbnVgU2zMMjgLdwQ	0.466	225500	0.893	5AIiS4RbnVgU2zMMjgLdwQ	0.0399	6	0.341	-4.821	0	0.141	82.032	4	https://api.spotify.com/v1/tracks/5AIiS4RbnVgU2zMMjgLdwQ	audio_features	spotify:track:5AIiS4RbnVgU2zMMjgLdwQ	0.689	yes
64	0.613	https://api.spotify.com/v1/audio-analysis/5VWomqQEgYN0WTdtY22l5c	0.516	330080	0.482	5VWomqQEgYN0WTdtY22l5c	0.428	0	0.267	-8.904	1	0.0447	153.619	3	https://api.spotify.com/v1/tracks/5VWomqQEgYN0WTdtY22l5c	audio_features	spotify:track:5VWomqQEgYN0WTdtY22l5c	0.342	yes
65	0.629	https://api.spotify.com/v1/audio-analysis/4qzSFmiGS3RGjFEp8qsO6p	0.498	316520	0.633	4qzSFmiGS3RGjFEp8qsO6p	0.0407	4	0.115	-8.339	0	0.062	173.036	4	https://api.spotify.com/v1/tracks/4qzSFmiGS3RGjFEp8qsO6p	audio_features	spotify:track:4qzSFmiGS3RGjFEp8qsO6p	0.549	yes
66	0.303	https://api.spotify.com/v1/audio-analysis/0FMa6advbZpCJdpwEBMoIo	0.665	199907	0.571	0FMa6advbZpCJdpwEBMoIo	7.64e-06	0	0.0605	-8.157	1	0.0261	104.03	4	https://api.spotify.com/v1/tracks/0FMa6advbZpCJdpwEBMoIo	audio_features	spotify:track:0FMa6advbZpCJdpwEBMoIo	0.636	yes
67	0.01	https://api.spotify.com/v1/audio-analysis/3kyxRga5wDGbKdmxXssbps	0.485	276720	0.735	3kyxRga5wDGbKdmxXssbps	0.00794	1	0.213	-5.929	1	0.0334	131.234	4	https://api.spotify.com/v1/tracks/3kyxRga5wDGbKdmxXssbps	audio_features	spotify:track:3kyxRga5wDGbKdmxXssbps	0.456	yes
68	0.963	https://api.spotify.com/v1/audio-analysis/1tlXPa2eOmj64as5cTLDFY	0.489	285160	0.369	1tlXPa2eOmj64as5cTLDFY	0.0238	7	0.116	-11.99	1	0.033	116.823	4	https://api.spotify.com/v1/tracks/1tlXPa2eOmj64as5cTLDFY	audio_features	spotify:track:1tlXPa2eOmj64as5cTLDFY	0.218	yes
69	0.743	https://api.spotify.com/v1/audio-analysis/13PUJCvdTSCT1dn70tlGdm	0.601	285320	0.537	13PUJCvdTSCT1dn70tlGdm	0.732	6	0.143	-9.464	1	0.0296	144.994	3	https://api.spotify.com/v1/tracks/13PUJCvdTSCT1dn70tlGdm	audio_features	spotify:track:13PUJCvdTSCT1dn70tlGdm	0.394	yes
70	0.0105	https://api.spotify.com/v1/audio-analysis/0jhukQEMC1yj47NetTlDBJ	0.465	242907	0.69	0jhukQEMC1yj47NetTlDBJ	0.0	1	0.183	-9.782	0	0.0297	136.275	4	https://api.spotify.com/v1/tracks/0jhukQEMC1yj47NetTlDBJ	audio_features	spotify:track:0jhukQEMC1yj47NetTlDBJ	0.836	yes
71	0.534	https://api.spotify.com/v1/audio-analysis/0yYfk8sEcQFxjHAE4lVpG3	0.241	112707	0.468	0yYfk8sEcQFxjHAE4lVpG3	0.0	2	0.161	-9.579	1	0.0272	91.581	3	https://api.spotify.com/v1/tracks/0yYfk8sEcQFxjHAE4lVpG3	audio_features	spotify:track:0yYfk8sEcQFxjHAE4lVpG3	0.451	yes
72	0.567	https://api.spotify.com/v1/audio-analysis/75ZlVtep2f7Bkli3y4J1tt	0.443	195667	0.41	75ZlVtep2f7Bkli3y4J1tt	0.00339	7	0.109	-9.602	1	0.054	115.94	4	https://api.spotify.com/v1/tracks/75ZlVtep2f7Bkli3y4J1tt	audio_features	spotify:track:75ZlVtep2f7Bkli3y4J1tt	0.206	yes
73	0.134	https://api.spotify.com/v1/audio-analysis/5HF5PRNJ8KGtbzNPPc93tG	0.517	273853	0.686	5HF5PRNJ8KGtbzNPPc93tG	0.00362	3	0.113	-6.401	1	0.0442	126.524	4	https://api.spotify.com/v1/tracks/5HF5PRNJ8KGtbzNPPc93tG	audio_features	spotify:track:5HF5PRNJ8KGtbzNPPc93tG	0.238	yes
74	0.544	https://api.spotify.com/v1/audio-analysis/3RrhhYQgNlS4mZr6F6Jlsf	0.638	233893	0.629	3RrhhYQgNlS4mZr6F6Jlsf	3.57e-05	8	0.104	-9.112	1	0.026	96.04	4	https://api.spotify.com/v1/tracks/3RrhhYQgNlS4mZr6F6Jlsf	audio_features	spotify:track:3RrhhYQgNlS4mZr6F6Jlsf	0.598	yes
75	0.963	https://api.spotify.com/v1/audio-analysis/6LjGf4W6CqRHTeUyoVK6K5	0.543	303400	0.435	6LjGf4W6CqRHTeUyoVK6K5	0.951	4	0.193	-13.65	1	0.0266	103.922	4	https://api.spotify.com/v1/tracks/6LjGf4W6CqRHTeUyoVK6K5	audio_features	spotify:track:6LjGf4W6CqRHTeUyoVK6K5	0.377	yes
76	0.645	https://api.spotify.com/v1/audio-analysis/3hskxVybWZJrm2Nsu9wkcb	0.558	256533	0.352	3hskxVybWZJrm2Nsu9wkcb	2.92e-05	10	0.168	-11.686	0	0.047	149.413	4	https://api.spotify.com/v1/tracks/3hskxVybWZJrm2Nsu9wkcb	audio_features	spotify:track:3hskxVybWZJrm2Nsu9wkcb	0.222	yes
77	0.127	https://api.spotify.com/v1/audio-analysis/5xVoE5yUsI69icVFMxs7re	0.573	251889	0.441	5xVoE5yUsI69icVFMxs7re	0.00854	9	0.243	-12.879	1	0.0257	106.424	4	https://api.spotify.com/v1/tracks/5xVoE5yUsI69icVFMxs7re	audio_features	spotify:track:5xVoE5yUsI69icVFMxs7re	0.565	yes
78	0.963	https://api.spotify.com/v1/audio-analysis/2OohQDcRg4cS7xppz3tMCl	0.475	120800	0.0588	2OohQDcRg4cS7xppz3tMCl	0.0	10	0.26	-12.029	0	0.0357	101.957	3	https://api.spotify.com/v1/tracks/2OohQDcRg4cS7xppz3tMCl	audio_features	spotify:track:2OohQDcRg4cS7xppz3tMCl	0.515	yes
79	0.00151	https://api.spotify.com/v1/audio-analysis/4ZMjbDjMCLe4QcAeUSFU0U	0.445	267407	0.787	4ZMjbDjMCLe4QcAeUSFU0U	0.51	2	0.0998	-7.289	0	0.0323	148.051	4	https://api.spotify.com/v1/tracks/4ZMjbDjMCLe4QcAeUSFU0U	audio_features	spotify:track:4ZMjbDjMCLe4QcAeUSFU0U	0.398	yes
80	0.0215	https://api.spotify.com/v1/audio-analysis/2ZQyksYO4zzhyHNcueL0CP	0.592	209227	0.792	2ZQyksYO4zzhyHNcueL0CP	0.0	0	0.159	-5.884	1	0.0335	121.001	4	https://api.spotify.com/v1/tracks/2ZQyksYO4zzhyHNcueL0CP	audio_features	spotify:track:2ZQyksYO4zzhyHNcueL0CP	0.293	yes
81	0.607	https://api.spotify.com/v1/audio-analysis/4nOi8Y22QaxmAEkIrpb5Fv	0.598	279000	0.56	4nOi8Y22QaxmAEkIrpb5Fv	0.0432	0	0.196	-11.679	1	0.0375	115.01	4	https://api.spotify.com/v1/tracks/4nOi8Y22QaxmAEkIrpb5Fv	audio_features	spotify:track:4nOi8Y22QaxmAEkIrpb5Fv	0.221	yes
82	0.000146	https://api.spotify.com/v1/audio-analysis/6bR4iGbEK7AWIYk8LMyUgj	0.414	203204	0.845	6bR4iGbEK7AWIYk8LMyUgj	1.62e-06	1	0.61	-6.297	1	0.103	155.101	4	https://api.spotify.com/v1/tracks/6bR4iGbEK7AWIYk8LMyUgj	audio_features	spotify:track:6bR4iGbEK7AWIYk8LMyUgj	0.559	yes
83	0.000629	https://api.spotify.com/v1/audio-analysis/4uymXF57TdCZgZP2AupOtE	0.665	374213	0.636	4uymXF57TdCZgZP2AupOtE	0.615	5	0.128	-8.598	0	0.0288	132.786	4	https://api.spotify.com/v1/tracks/4uymXF57TdCZgZP2AupOtE	audio_features	spotify:track:4uymXF57TdCZgZP2AupOtE	0.698	yes
